text,labels
Sorry. ,0
k,1
Nah ,0
No.  have an appointment. ,0
of course,1
Nah 'm busy. ,0
nope have an appointment. ,0
"Sorry, I have plans already. see a game",0
No. 'll be out of town. on Sunday,0
of course,1
no way'm busy. ,0
not have an appointment. ,0
"No..., I have plans already. ",0
Great. ,1
Nah 'm busy... ,0
No. 'm busy... ,0
"No..., I'm busy... on Wednesday",0
 have an appointment. ,0
"Sorry, I'm busy. ",0
Nah  can't. ,0
Sorry. 'm busy... see a concert,0
Yes,1
No. 'll be out of town. ,0
Sure. ,1
Nah ,0
Nah 'm busy. ,0
"No..., I'm busy... go to a party",0
Yes,1
Yep,1
That's right,1
"Sorry, I'll be out of town. see a play",0
Sorry.  have plans already. ,0
Nah ,0
reject can't. ,0
Nah 'm busy. ,0
"Sorry, I'll be out of town. ",0
Sorry.  can't. ,0
okay,1
Sorry.  have plans already. ,0
True dat,1
Good,1
of course not'm busy. ,0
Nah ,0
No.  have an appointment. ,0
No.  can't. ,0
Yes,1
Yup,1
nope can't. ,0
not can't. ,0
k,1
Sorry. 'll be out of town. on Saturday,0
nope have an appointment. ,0
reject have an appointment. ,0
"No..., I'm busy... see a concert",0
True dat,1
yeah,1
Ok. ,1
"No..., I can't. ",0
Nah 'll be out of town. ,0
No. ,0
Great. ,1
"Sorry, I have plans already. ",0
"No..., I'll be out of town. ",0
Sorry. 'm busy... bake,0
"No..., I'm busy... ",0
"No..., I'll be out of town. tomorrow",0
reject can't. ,0
Sorry. ,0
no way can't. ,0
Nah 'm busy. ,0
no have an appointment. ,0
"No..., I have an appointment. ",0
"Sorry, I'm busy. ",0
no way have an appointment. ,0
okay,1
No.  have plans already. on Tuesday,0
 have an appointment. ,0
Nice,1
Nah 'm busy. ,0
"Sorry, I",0
Sounds good. ,1
Sure! ,1
Nice,1
Sure. ,1
No. 'll be out of town. on Saturday,0
no'm busy. ,0
Sorry. 'll be out of town. go to a party,0
no have an appointment. ,0
yeah,1
Yes,1
"No..., I'm busy... see a concert",0
reject'm busy. ,0
Sorry. ,0
of course not can't. ,0
Nice,1
"No..., I'll be out of town. ",0
"No..., I'll be out of town. on Thursday",0
Sorry. 'm busy... see a movie,0
Nah  have plans already. go rafting,0
Nah 'm busy. ,0
No. ,0
okay,1
Sorry.  have an appointment. ,0
'm busy. ,0
Great. ,1
Nah  have plans already. ,0
reject have an appointment. ,0
Sorry. ,0
No. 'm busy... ,0
not can't. ,0
of course not can't. ,0
Nah  have plans already. ,0
okay,1
no have an appointment. ,0
 can't. ,0
"Sorry, I",0
Nice,1
"No..., I have plans already. ",0
True dat,1
not'm busy. ,0
nope can't. ,0
Yes,1
Sorry. 'm busy... ,0
OK! ,1
Nah  can't. ,0
OK! ,1
Of course,1
Nah 'm busy... ,0
okay,1
No. 'll be out of town. go bowling,0
Nah  have plans already. on Wednesday,0
Nah ,0
OK! ,1
"Sorry, I have plans already. go to a party",0
OK! ,1
"No..., I",0
"Sorry, I have plans already. ",0
not have an appointment. ,0
OK! ,1
"No..., I can't. ",0
Yup,1
no way have an appointment. ,0
yeah,1
Sorry. 'll be out of town. ,0
No. 'm busy... go ice skating,0
No. 'm busy. ,0
"Sorry, I'm busy. ",0
"No..., I'm busy... ",0
"Sorry, I",0
Nah ,0
of course,1
okay,1
Yes,1
"Sorry, I have plans already. catch up",0
"Sorry, I have plans already. ",0
"No..., I'm busy... on Thursday",0
Ok. ,1
No. ,0
OK! ,1
nope can't. ,0
No. 'll be out of town. hang out,0
"Sorry, I'm busy... ",0
Nah  can't. ,0
no can't. ,0
No.  can't. ,0
"No..., I'm busy... ",0
k,1
"No..., I have plans already. grab lunch",0
"No..., I'm busy... ",0
OK,1
"Sorry, I",0
No. ,0
"No..., I'm busy... ",0
no'm busy. ,0
okay,1
"No..., I'm busy... go to a party",0
"Sorry, I",0
"No..., I'm busy. ",0
no can't. ,0
Nah  have an appointment. ,0
OK! ,1
No.  can't. ,0
"Sorry, I'll be out of town. see a play",0
"Sorry, I have plans already. on Thursday",0
"Sorry, I'll be out of town. ",0
"No..., I",0
no way can't. ,0
not'm busy. ,0
 have an appointment. ,0
Sorry. 'll be out of town. on Tuesday,0
Sorry.  can't. ,0
nope can't. ,0
Sorry. 'm busy... on Monday,0
'm busy. ,0
 have an appointment. ,0
of course not'm busy. ,0
"No..., I have plans already. ",0
"Sorry, I can't. ",0
exactly,1
OK! ,1
Sorry. ,0
Nah  have plans already. see a concert,0
not can't. ,0
Sorry. 'm busy... ,0
of course not can't. ,0
"Sorry, I have plans already. on Tuesday",0
reject'm busy. ,0
"Sorry, I'm busy. ",0
of course not have an appointment. ,0
No. ,0
"No..., I have an appointment. ",0
exactly,1
nope'm busy. ,0
"No..., I'll be out of town. on Thursday",0
No. ,0
Sorry. ,0
Sorry. 'm busy. ,0
No.  have an appointment. ,0
"No..., I",0
can't wait,1
Nah 'll be out of town. ,0
"No..., I'm busy... hang out",0
"No..., I can't. ",0
No.  have an appointment. ,0
Nah ,0
No.  can't. ,0
No. 'll be out of town. on Wednesday,0
no have an appointment. ,0
reject'm busy. ,0
No. 'm busy... ,0
No. 'm busy... ,0
"Sorry, I have an appointment. ",0
Nah  have plans already. ,0
Sorry. 'm busy... on Sunday,0
Nah ,0
No. ,0
Nah ,0
Nah 'm busy... today,0
Nah 'll be out of town. ,0
"Sorry, I'm busy... ",0
nope have an appointment. ,0
No. 'm busy... on Sunday,0
Sorry.  have plans already. go rafting,0
No. 'll be out of town. ,0
Yeah...,1
Of course,1
Nah 'll be out of town. ,0
Sorry. 'm busy... on Friday,0
No. 'll be out of town. on Monday,0
Sure! ,1
Sorry.  can't. ,0
Sorry.  can't. ,0
True dat,1
"No..., I'll be out of town. on Tuesday",0
no way have an appointment. ,0
Sure. ,1
Nah ,0
Sorry. 'm busy... ,0
Sorry. 'm busy... ,0
Sorry.  have plans already. ,0
'm busy. ,0
"Sorry, I'm busy... ",0
Sure. ,1
Nah ,0
"No..., I",0
That's right,1
Great. ,1
Ok. ,1
"Sorry, I have plans already. ",0
Sounds good. ,1
"Sorry, I",0
Sure. ,1
Nah ,0
Nah 'll be out of town. ,0
no have an appointment. ,0
"No..., I'm busy... on Tuesday",0
No.  can't. ,0
Yeah...,1
Sorry. ,0
Yup,1
No. 'm busy... ,0
Sure! ,1
Nah  have plans already. today,0
No. 'm busy... go ice skating,0
Yes,1
Sure! ,1
No. ,0
'm busy. ,0
reject'm busy. ,0
no have an appointment. ,0
No. ,0
Sorry. ,0
Sounds good. ,1
"No..., I",0
not'm busy. ,0
Nah  have plans already. go swimming,0
Good,1
"Sorry, I'm busy. ",0
No.  have plans already. today,0
Of course,1
exactly,1
okay,1
Sorry.  can't. ,0
Sure. ,1
Sorry.  have plans already. bake,0
Sorry. ,0
No.  have plans already. today,0
exactly,1
Sorry. 'm busy... ,0
Ok. ,1
nope'm busy. ,0
Sure. ,1
no way have an appointment. ,0
"No..., I'll be out of town. on Thursday",0
"No..., I",0
Sorry. ,0
Sure! ,1
Nice,1
"No..., I'll be out of town. on Thursday",0
Sure! ,1
"No..., I have plans already. go ice skating",0
okay,1
yeah,1
reject can't. ,0
Nah ,0
No. ,0
No.  have an appointment. ,0
No. ,0
"No..., I",0
That's right,1
"No..., I",0
"No..., I'll be out of town. on Thursday",0
Sorry.  can't. ,0
k,1
Nah ,0
Sorry. 'm busy. ,0
Nah ,0
No. 'll be out of town. go surfing,0
"No..., I'm busy... watch a movie",0
Yup,1
"No..., I",0
exactly,1
Nah 'm busy... grab coffee,0
Yep,1
Nice,1
"No..., I'm busy... on Friday",0
reject'm busy. ,0
no can't. ,0
Ok. ,1
"No..., I have plans already. ",0
Sure. ,1
Sorry. ,0
"Sorry, I'm busy... go bowling",0
Sorry. 'm busy... today,0
Nah  can't. ,0
Sorry. ,0
Yep,1
Sorry.  have plans already. ,0
agree,1
Yup,1
Yes,1
"Sorry, I'll be out of town. hang out",0
Nah ,0
No. 'm busy... ,0
nope can't. ,0
No.  have plans already. ,0
Nah 'll be out of town. ,0
nope'm busy. ,0
no way have an appointment. ,0
"Sorry, I have plans already. do something",0
Nah 'm busy... ,0
Sounds good. ,1
Yes,1
Sorry. 'm busy... on Monday,0
"No..., I",0
reject'm busy. ,0
No. ,0
agree,1
"Sorry, I",0
"Sorry, I'll be out of town. ",0
Sorry. 'll be out of town. ,0
"No..., I can't. ",0
Sorry. ,0
Sure! ,1
Sorry. ,0
no way have an appointment. ,0
Nah  have plans already. today,0
exactly,1
Yup,1
No. ,0
Great. ,1
No. 'm busy... grab coffee,0
no way can't. ,0
Sorry. 'm busy. ,0
Nah ,0
"No..., I'm busy. ",0
Good,1
reject have an appointment. ,0
Sorry. 'll be out of town. ,0
Great. ,1
reject'm busy. ,0
"No..., I'm busy. ",0
alright,1
Nah  have plans already. ,0
Yeah...,1
 have an appointment. ,0
nope can't. ,0
Yes,1
"No..., I",0
"No..., I",0
Nah 'm busy. ,0
OK,1
"No..., I",0
"No..., I have an appointment. ",0
"No..., I'm busy. ",0
Nah 'm busy... ,0
Nah ,0
No. 'll be out of town. go bowling,0
Nah 'll be out of town. go rafting,0
Sure! ,1
reject can't. ,0
Sorry.  have plans already. tomorrow,0
"Sorry, I",0
No. 'll be out of town. go swimming,0
OK,1
Sorry.  have plans already. ,0
"No..., I'll be out of town. ",0
k,1
Good,1
Good,1
"No..., I'll be out of town. ",0
no way'm busy. ,0
Nah  have an appointment. ,0
not have an appointment. ,0
"No..., I'm busy. ",0
"Sorry, I have plans already. ",0
agree,1
okay,1
Sorry. ,0
"No..., I'll be out of town. on Friday",0
That's right,1
of course not'm busy. ,0
alright,1
Nice,1
Yup,1
Nah 'm busy... ,0
That's right,1
Yes,1
"Sorry, I have plans already. ",0
not'm busy. ,0
"Sorry, I have plans already. ",0
No. 'm busy... see a movie,0
OK! ,1
agree,1
"Sorry, I'm busy... on Saturday",0
"No..., I have plans already. today",0
No. 'm busy... ,0
Nah ,0
Nah 'm busy. ,0
No.  have an appointment. ,0
Sorry. 'm busy. ,0
of course not can't. ,0
"No..., I'll be out of town. see a movie",0
reject have an appointment. ,0
Yeah...,1
k,1
no way have an appointment. ,0
Nah 'll be out of town. see a concert,0
exactly,1
Sorry. ,0
No.  have plans already. ,0
Sorry. ,0
Ok. ,1
"No..., I'm busy. ",0
Sorry.  have an appointment. ,0
Nah 'll be out of town. on Saturday,0
OK! ,1
no way can't. ,0
Sounds good. ,1
No.  have an appointment. ,0
Good,1
"Sorry, I",0
Great. ,1
"Sorry, I'll be out of town. ",0
"No..., I'm busy... today",0
Yep,1
Nah ,0
no have an appointment. ,0
Yup,1
True dat,1
Sorry.  have an appointment. ,0
Nah ,0
Sorry.  have an appointment. ,0
Sorry. 'll be out of town. on Wednesday,0
no way can't. ,0
OK! ,1
"No..., I have plans already. ",0
Sure! ,1
exactly,1
No. 'll be out of town. today,0
No. ,0
No. ,0
no can't. ,0
Of course,1
no way'm busy. ,0
"Sorry, I'll be out of town. on Friday",0
reject have an appointment. ,0
no way'm busy. ,0
Yeah...,1
"No..., I have plans already. ",0
"No..., I'm busy... go surfing",0
"No..., I'll be out of town. ",0
Sorry. 'm busy. ,0
nope'm busy. ,0
Nice,1
Nah 'll be out of town. ,0
nope have an appointment. ,0
"Sorry, I have plans already. ",0
of course,1
"No..., I'll be out of town. ",0
No. 'll be out of town. ,0
"No..., I",0
No. 'm busy. ,0
"Sorry, I",0
OK! ,1
no'm busy. ,0
OK,1
Nah  have plans already. go swimming,0
Nice,1
"Sorry, I",0
Nah 'll be out of town. ,0
Sorry.  have plans already. ,0
No. 'll be out of town. go ice skating,0
"No..., I'm busy. ",0
of course,1
No. ,0
"Sorry, I'm busy... ",0
No.  have plans already. do something,0
"Sorry, I have an appointment. ",0
"No..., I'm busy. ",0
agree,1
No. 'm busy. ,0
"No..., I",0
No. 'm busy... ,0
"No..., I'll be out of town. see a movie",0
reject have an appointment. ,0
No. ,0
No. 'll be out of town. ,0
Nah 'm busy... bake,0
"No..., I'll be out of town. ",0
Sorry. 'm busy... ,0
"Sorry, I have plans already. today",0
reject can't. ,0
OK,1
nope'm busy. ,0
Sorry. 'll be out of town. do something,0
"No..., I have plans already. ",0
Nah  have plans already. ,0
Sure. ,1
Nah 'll be out of town. ,0
That's right,1
"No..., I",0
Great. ,1
No.  can't. ,0
"Sorry, I'll be out of town. ",0
Yeah...,1
Sorry. 'll be out of town. go ice skating,0
"No..., I have plans already. ",0
nope can't. ,0
"No..., I",0
Sorry.  can't. ,0
agree,1
"No..., I'll be out of town. today",0
OK! ,1
okay,1
"Sorry, I'm busy... hang out",0
can't wait,1
No.  have an appointment. ,0
nope'm busy. ,0
"No..., I have plans already. on Friday",0
"No..., I have plans already. ",0
Sorry. 'm busy... see a movie,0
alright,1
agree,1
Sorry. ,0
reject have an appointment. ,0
no'm busy. ,0
Nah 'll be out of town. go somewhere,0
Yup,1
"Sorry, I'll be out of town. see a play",0
"Sorry, I'll be out of town. go swimming",0
Yes,1
No. ,0
Nah ,0
No. 'll be out of town. go surfing,0
OK! ,1
"Sorry, I'll be out of town. see a movie",0
Sure. ,1
OK! ,1
"Sorry, I have plans already. ",0
Nah 'm busy... ,0
Sorry. 'll be out of town. ,0
Nah 'm busy... ,0
"Sorry, I have an appointment. ",0
no can't. ,0
Sounds good. ,1
"Sorry, I'm busy... on Tuesday",0
okay,1
"No..., I'll be out of town. ",0
"No..., I'm busy. ",0
"Sorry, I",0
"No..., I'll be out of town. on Friday",0
nope'm busy. ,0
"Sorry, I'm busy. ",0
can't wait,1
No. ,0
Sounds good. ,1
alright,1
Sorry. 'll be out of town. on Sunday,0
OK! ,1
"No..., I'm busy. ",0
No. 'm busy... ,0
Great. ,1
Sorry. ,0
Sorry. 'm busy. ,0
Nice,1
Nah ,0
Sure. ,1
nope'm busy. ,0
No. 'm busy... ,0
Nah 'm busy... ,0
Ok. ,1
OK! ,1
"No..., I",0
"Sorry, I",0
"Sorry, I'll be out of town. see a play",0
That's right,1
Sorry.  have plans already. on Friday,0
Sorry. ,0
"Sorry, I'm busy... ",0
"Sorry, I can't. ",0
Yep,1
No.  can't. ,0
No. 'm busy. ,0
"No..., I",0
 have an appointment. ,0
Sure. ,1
alright,1
Ok. ,1
Sorry. ,0
"Sorry, I",0
Nah 'll be out of town. on Sunday,0
Yes,1
"No..., I have plans already. ",0
No.  have plans already. ,0
Sorry.  have plans already. ,0
No. 'm busy... on Sunday,0
No. 'm busy... ,0
Sure! ,1
k,1
Of course,1
Sorry. 'll be out of town. ,0
OK! ,1
"No..., I",0
Nah  have plans already. on Friday,0
"No..., I have plans already. bake",0
Sure. ,1
Sorry. 'm busy. ,0
Yep,1
Nah 'll be out of town. ,0
OK,1
Sorry. ,0
"Sorry, I",0
"Sorry, I have plans already. ",0
Of course,1
"Sorry, I",0
Sorry. 'll be out of town. ,0
Nah 'm busy... ,0
Yeah...,1
No. ,0
Ok. ,1
Sure. ,1
Sure! ,1
Nah ,0
Sorry. ,0
of course not have an appointment. ,0
True dat,1
"No..., I'm busy... tomorrow",0
Nah ,0
Sorry. 'm busy. ,0
"No..., I'll be out of town. on Tuesday",0
no can't. ,0
No. 'll be out of town. ,0
Nah ,0
No. ,0
"Sorry, I have an appointment. ",0
Sorry. 'll be out of town. ,0
No. 'm busy... on Sunday,0
"No..., I'll be out of town. go surfing",0
That's right,1
Sorry. 'm busy. ,0
"Sorry, I can't. ",0
yeah,1
not have an appointment. ,0
reject'm busy. ,0
No. 'm busy... ,0
"Sorry, I can't. ",0
OK! ,1
Nah 'm busy... hang out,0
Nah 'm busy. ,0
Sorry. 'm busy... ,0
Nah  have an appointment. ,0
reject have an appointment. ,0
no'm busy. ,0
of course not'm busy. ,0
Ok. ,1
no way have an appointment. ,0
"No..., I'm busy. ",0
Sounds good. ,1
Good,1
Nice,1
Sorry. 'm busy... ,0
agree,1
"No..., I'll be out of town. go surfing",0
No. 'm busy. ,0
Yeah...,1
Nah 'll be out of town. ,0
Nah ,0
Nah 'm busy... on Monday,0
Yeah...,1
"No..., I'm busy... ",0
reject have an appointment. ,0
not'm busy. ,0
alright,1
Nah  can't. ,0
"Sorry, I'll be out of town. today",0
No.  have plans already. on Wednesday,0
no way have an appointment. ,0
Sorry. ,0
nope can't. ,0
k,1
No. ,0
"Sorry, I can't. ",0
Nah 'm busy... ,0
reject'm busy. ,0
OK,1
nope can't. ,0
OK! ,1
Yes,1
'm busy. ,0
no have an appointment. ,0
agree,1
Sorry.  have an appointment. ,0
Yup,1
"Sorry, I",0
Nah  have plans already. on Wednesday,0
not'm busy. ,0
okay,1
okay,1
"Sorry, I'm busy... go rafting",0
No. ,0
Sorry. 'm busy... on Wednesday,0
Sounds good. ,1
Sorry. 'll be out of town. ,0
"No..., I have plans already. ",0
Sorry. 'm busy. ,0
Sorry. ,0
OK! ,1
exactly,1
"No..., I'm busy... on Saturday",0
No.  can't. ,0
No. 'm busy... ,0
not'm busy. ,0
"No..., I",0
Yes,1
Sorry. 'm busy. ,0
Great. ,1
"No..., I have an appointment. ",0
Ok. ,1
Sorry. 'm busy... bake,0
exactly,1
No. 'm busy... on Tuesday,0
True dat,1
exactly,1
OK,1
exactly,1
Sorry. ,0
Great. ,1
Nice,1
Yeah...,1
nope have an appointment. ,0
"Sorry, I'm busy... on Thursday",0
OK,1
"Sorry, I have plans already. do something",0
OK,1
Nah  can't. ,0
can't wait,1
agree,1
Sorry. 'm busy... on Wednesday,0
yeah,1
Sorry. 'm busy... go to a party,0
exactly,1
No.  have plans already. go swimming,0
"Sorry, I'll be out of town. ",0
No. 'm busy... ,0
of course,1
Nah ,0
No.  have plans already. ,0
"No..., I'm busy... on Thursday",0
Nah ,0
Nice,1
Ok. ,1
yeah,1
Sounds good. ,1
No. ,0
Sure! ,1
No.  have plans already. on Friday,0
Great. ,1
Yeah...,1
OK,1
"No..., I'll be out of town. see a movie",0
agree,1
not'm busy. ,0
"No..., I have plans already. ",0
Yup,1
nope can't. ,0
Sorry. ,0
No.  have plans already. go swimming,0
Great. ,1
That's right,1
OK! ,1
"No..., I",0
Of course,1
Great. ,1
exactly,1
Sure. ,1
no way have an appointment. ,0
Yes,1
"No..., I",0
alright,1
No. ,0
nope can't. ,0
Sorry. 'm busy. ,0
Nah 'm busy... ,0
"No..., I can't. ",0
"No..., I have plans already. hang out",0
of course,1
"No..., I",0
Nah 'll be out of town. ,0
not'm busy. ,0
"Sorry, I'll be out of town. grab coffee",0
agree,1
"Sorry, I",0
"No..., I can't. ",0
"No..., I have plans already. on Tuesday",0
No. ,0
Ok. ,1
"Sorry, I'll be out of town. ",0
Nah 'm busy... on Monday,0
Sure. ,1
Yes,1
No. ,0
reject can't. ,0
"Sorry, I can't. ",0
Nah ,0
Of course,1
Sorry.  have an appointment. ,0
Nah 'm busy... ,0
Yup,1
'm busy. ,0
Nice,1
no way have an appointment. ,0
"No..., I have plans already. see a game",0
Sorry.  have an appointment. ,0
No. 'll be out of town. ,0
Nah 'll be out of town. on Sunday,0
nope have an appointment. ,0
"No..., I'm busy. ",0
Sounds good. ,1
No.  can't. ,0
okay,1
k,1
"Sorry, I'll be out of town. ",0
reject can't. ,0
No. 'm busy... go rafting,0
Nah  can't. ,0
Sorry. ,0
Nah 'm busy... hang out,0
nope can't. ,0
Nah 'm busy... ,0
Sorry. 'm busy... ,0
Great. ,1
Nah  have plans already. on Saturday,0
"Sorry, I",0
Sorry.  can't. ,0
"No..., I'll be out of town. ",0
nope'm busy. ,0
"No..., I'm busy. ",0
Nah 'll be out of town. on Friday,0
"No..., I'm busy. ",0
"Sorry, I have an appointment. ",0
Sorry. 'm busy... ,0
Sounds good. ,1
"No..., I'm busy... grab lunch",0
Ok. ,1
"Sorry, I have plans already. catch up",0
Ok. ,1
"No..., I can't. ",0
Sorry. 'll be out of town. on Sunday,0
Sounds good. ,1
not'm busy. ,0
Nah 'm busy. ,0
okay,1
nope can't. ,0
Sorry. 'll be out of town. ,0
agree,1
"Sorry, I",0
"Sorry, I",0
'm busy. ,0
"Sorry, I have plans already. ",0
Great. ,1
"No..., I'm busy. ",0
"Sorry, I have an appointment. ",0
"No..., I can't. ",0
Sorry.  have plans already. ,0
Nah ,0
True dat,1
agree,1
Sorry.  have plans already. ,0
Of course,1
agree,1
Sorry. ,0
Nah 'm busy... ,0
Sorry.  have an appointment. ,0
"Sorry, I'm busy... on Tuesday",0
No.  can't. ,0
Yup,1
Nah ,0
Sorry. 'm busy. ,0
"No..., I have plans already. on Sunday",0
Nah 'm busy. ,0
Ok. ,1
"No..., I have plans already. go somewhere",0
"No..., I",0
nope have an appointment. ,0
"Sorry, I can't. ",0
Sorry. ,0
nope can't. ,0
No.  have plans already. ,0
reject'm busy. ,0
"No..., I have plans already. on Sunday",0
No.  can't. ,0
Sorry. 'll be out of town. on Sunday,0
alright,1
Nice,1
"Sorry, I have plans already. on Saturday",0
okay,1
agree,1
"No..., I'll be out of town. ",0
Yep,1
"No..., I have plans already. on Monday",0
Nah  have plans already. see a movie,0
Great. ,1
yeah,1
alright,1
Sorry. 'm busy. ,0
Sorry. 'll be out of town. go swimming,0
"Sorry, I",0
Good,1
"Sorry, I'll be out of town. ",0
Nah ,0
not can't. ,0
 have an appointment. ,0
"No..., I'll be out of town. ",0
Sorry.  have plans already. ,0
No. 'm busy. ,0
"Sorry, I have an appointment. ",0
Sorry. 'm busy. ,0
Nah ,0
"Sorry, I'm busy... ",0
"Sorry, I can't. ",0
Nah 'll be out of town. ,0
Sorry.  have plans already. on Saturday,0
"Sorry, I'll be out of town. ",0
"No..., I'll be out of town. ",0
reject can't. ,0
Ok. ,1
exactly,1
no way can't. ,0
Nah  have plans already. go bowling,0
 can't. ,0
OK! ,1
"No..., I'm busy. ",0
No. 'm busy... go swimming,0
 have an appointment. ,0
not can't. ,0
Nah 'll be out of town. ,0
"No..., I'll be out of town. ",0
No. ,0
"No..., I'm busy. ",0
Sorry. 'm busy. ,0
"No..., I have plans already. ",0
"No..., I",0
"Sorry, I'll be out of town. on Friday",0
"No..., I have plans already. see a concert",0
"No..., I'm busy. ",0
of course not can't. ,0
 have an appointment. ,0
"No..., I'm busy... ",0
no way can't. ,0
"No..., I",0
No. 'll be out of town. ,0
OK! ,1
"No..., I'll be out of town. go somewhere",0
No. ,0
Sure. ,1
No.  can't. ,0
Yes,1
Sorry. 'm busy... on Saturday,0
Yep,1
can't wait,1
Sorry. ,0
Yes,1
"Sorry, I'm busy... hang out",0
no way'm busy. ,0
 have an appointment. ,0
Nah  have plans already. ,0
Sure. ,1
Of course,1
Sorry. 'm busy... ,0
No. ,0
"No..., I have an appointment. ",0
Sorry.  have plans already. ,0
Sorry. 'll be out of town. go surfing,0
"No..., I'm busy. ",0
"Sorry, I",0
No. 'm busy. ,0
Sorry.  have plans already. tomorrow,0
No. ,0
Nah ,0
nope can't. ,0
 have an appointment. ,0
"Sorry, I'll be out of town. today",0
Nah 'm busy... tomorrow,0
agree,1
"Sorry, I have plans already. ",0
no way'm busy. ,0
can't wait,1
"No..., I",0
"Sorry, I'm busy. ",0
Yep,1
Sorry.  have plans already. ,0
"No..., I",0
Nah  have an appointment. ,0
"Sorry, I'm busy. ",0
Yep,1
No.  have plans already. ,0
No.  have an appointment. ,0
Great. ,1
k,1
True dat,1
Sorry. ,0
Nah 'm busy. ,0
reject have an appointment. ,0
exactly,1
"Sorry, I'm busy. ",0
k,1
Nah  have plans already. see a game,0
No.  can't. ,0
Nah ,0
Nah ,0
"Sorry, I",0
Sorry.  have an appointment. ,0
Nah ,0
of course,1
Sorry. ,0
exactly,1
"No..., I'm busy... ",0
Nah 'm busy. ,0
Sounds good. ,1
Of course,1
yeah,1
"No..., I'm busy... ",0
"No..., I have plans already. ",0
That's right,1
Yup,1
"Sorry, I have an appointment. ",0
Great. ,1
"Sorry, I'm busy... go ice skating",0
"Sorry, I",0
That's right,1
"No..., I have plans already. ",0
nope have an appointment. ,0
not have an appointment. ,0
Sorry.  have plans already. ,0
no'm busy. ,0
No. 'll be out of town. ,0
Of course,1
agree,1
Sorry. 'll be out of town. on Tuesday,0
Nah  can't. ,0
"Sorry, I'll be out of town. on Monday",0
Great. ,1
"Sorry, I can't. ",0
of course,1
of course not can't. ,0
Yep,1
no way have an appointment. ,0
can't wait,1
alright,1
No.  have plans already. ,0
No.  have an appointment. ,0
reject have an appointment. ,0
Nah ,0
Nah ,0
no'm busy. ,0
True dat,1
"Sorry, I",0
Nah  have an appointment. ,0
Sorry. 'm busy... ,0
no way can't. ,0
okay,1
Nice,1
no way have an appointment. ,0
No. 'll be out of town. see a game,0
alright,1
of course not have an appointment. ,0
Great. ,1
reject can't. ,0
No. ,0
Sure! ,1
"No..., I",0
Sorry. ,0
"Sorry, I'm busy... on Sunday",0
no way'm busy. ,0
Ok. ,1
"No..., I'm busy... watch a movie",0
alright,1
nope'm busy. ,0
"No..., I",0
Nah  have an appointment. ,0
"No..., I have plans already. ",0
Sure. ,1
not can't. ,0
OK,1
Of course,1
Nah  have an appointment. ,0
exactly,1
Sounds good. ,1
Sure. ,1
'm busy. ,0
of course,1
"No..., I",0
No. 'm busy... ,0
yeah,1
Nah 'm busy... on Monday,0
Nah  have plans already. ,0
Sorry. ,0
no way have an appointment. ,0
No. 'm busy... ,0
Great. ,1
Sounds good. ,1
"Sorry, I",0
of course not have an appointment. ,0
"No..., I have an appointment. ",0
Sorry. 'll be out of town. go swimming,0
"Sorry, I'll be out of town. go rafting",0
"Sorry, I",0
can't wait,1
Yep,1
OK! ,1
"Sorry, I can't. ",0
of course not can't. ,0
