text,labels
"No..., I have plans already. watch a movie","[0, 1, 0, 0, 1]"
Would you want to see a play my place on Sunday?,"[1, 1, 1, 1, 0]"
What time?on Thursday?,"[0, 0, 1, 0, 0]"
Do you want to go surfing the mall?,"[1, 1, 0, 1, 0]"
How about on Friday?,"[0, 0, 1, 0, 0]"
Let's do a coffee shop?,"[0, 0, 0, 1, 0]"
Sup!,"[0, 0, 0, 0, 0]"
When? on Monday?,"[0, 0, 1, 0, 0]"
Would you want to go ice skating on Tuesday?,"[1, 1, 1, 0, 0]"
Are you free at on Saturday?,"[0, 0, 1, 0, 0]"
agree,"[0, 0, 0, 0, 1]"
"Sorry, I","[0, 0, 0, 0, 1]"
Would you want to go to a party Daan Park on Sunday?,"[1, 1, 1, 1, 0]"
Let's go swimming Daan Park on Sunday?,"[1, 1, 1, 1, 0]"
Why not your place?,"[0, 0, 0, 1, 0]"
Do you want to go swimming the Japanese place on Friday?,"[1, 1, 1, 1, 0]"
Where? Daan Park?,"[0, 0, 0, 1, 0]"
Do you want to go swimming the train station?,"[1, 1, 0, 1, 0]"
Let's see a concert?,"[1, 1, 0, 0, 0]"
Would you want to bake on Wednesday?,"[1, 1, 1, 0, 0]"
"Sorry, I'm busy... tomorrow","[0, 1, 0, 0, 1]"
Sorry.  have plans already. ,"[0, 1, 0, 0, 1]"
Are you free today?,"[0, 0, 1, 0, 0]"
I prefer train station?,"[0, 0, 0, 1, 0]"
Do you want to go somewhere the mall on Monday?,"[1, 1, 1, 1, 0]"
Why not the mall?,"[0, 0, 0, 1, 0]"
Would you want to bake?,"[1, 1, 0, 0, 0]"
no have an appointment. ,"[0, 1, 0, 0, 1]"
"No..., I can't. ","[0, 1, 0, 0, 1]"
Let's do a club?,"[0, 0, 0, 1, 0]"
Where should we meet? Xinyi?,"[0, 0, 0, 1, 0]"
How about go rafting?,"[0, 1, 0, 0, 0]"
Do you want to see a game?,"[1, 1, 0, 0, 0]"
Why not on Tuesday?,"[0, 0, 1, 0, 0]"
"No..., I'm busy. ","[0, 1, 0, 0, 1]"
Do you want to grab lunch the Japanese place?,"[1, 1, 0, 1, 0]"
Sorry. 'm busy... ,"[0, 1, 0, 0, 1]"
Let's go bowling the Japanese place on Wednesday?,"[1, 1, 1, 1, 0]"
Do you want to see a movie the theme park on Monday?,"[1, 1, 1, 1, 0]"
Why not school?,"[0, 0, 0, 1, 0]"
Do you want to hang out on Tuesday?,"[1, 1, 1, 0, 0]"
Let's bake the train station on Tuesday?,"[1, 1, 1, 1, 0]"
Why not the train station?,"[0, 0, 0, 1, 0]"
Let's hang out tomorrow?,"[1, 1, 1, 0, 0]"
Let's go ice skating on Sunday?,"[1, 1, 1, 0, 0]"
Nah  have plans already. ,"[0, 1, 0, 0, 1]"
No.  have plans already. go bowling,"[0, 1, 0, 0, 1]"
Would you want to go swimming?,"[1, 1, 0, 0, 0]"
Would you want to go bowling a bar on Wednesday?,"[1, 1, 1, 1, 0]"
What time?on Saturday?,"[0, 0, 1, 0, 0]"
Are you free on Wednesday?,"[0, 0, 1, 0, 0]"
no can't. ,"[0, 1, 0, 0, 1]"
Let's see a movie?,"[1, 1, 0, 0, 0]"
Where do you want to go? Daan Park?,"[0, 0, 0, 1, 0]"
"Sorry, I'll be out of town. see a concert","[0, 1, 0, 0, 1]"
How about on Monday?,"[0, 0, 1, 0, 0]"
Let's grab lunch my place?,"[1, 1, 0, 1, 0]"
"No..., I have plans already. on Friday","[0, 1, 0, 0, 1]"
Why not the theme park?,"[0, 0, 0, 1, 0]"
reject'm busy. ,"[0, 1, 0, 0, 1]"
Where do you want to go? your place?,"[0, 0, 0, 1, 0]"
Do you want to see a movie?,"[1, 1, 0, 0, 0]"
Nah 'm busy... ,"[0, 1, 0, 0, 1]"
nope'm busy. ,"[0, 1, 0, 0, 1]"
I prefer your place?,"[0, 0, 0, 1, 0]"
"Sorry, I have plans already. grab lunch","[0, 1, 0, 0, 1]"
Do you want to bake tomorrow?,"[1, 1, 1, 0, 0]"
Would you want to go to a party the zoo?,"[1, 1, 0, 1, 0]"
Do you want to see a concert on Sunday?,"[1, 1, 1, 0, 0]"
Do you want to hang out school?,"[1, 1, 0, 1, 0]"
You free on Tuesday?,"[0, 0, 1, 0, 0]"
How about grab coffee?,"[0, 1, 0, 0, 0]"
You free on Thursday?,"[0, 0, 1, 0, 0]"
How about on Tuesday?,"[0, 0, 1, 0, 0]"
Let's watch a movie?,"[1, 1, 0, 0, 0]"
Are you free at on Monday?,"[0, 0, 1, 0, 0]"
You free on Monday?,"[0, 0, 1, 0, 0]"
Would you want to bake the zoo?,"[1, 1, 0, 1, 0]"
When should we meet? on Tuesday?,"[0, 0, 1, 0, 0]"
Where? the zoo?,"[0, 0, 0, 1, 0]"
How about go ice skating?,"[0, 1, 0, 0, 0]"
Do you want to catch up today?,"[1, 1, 1, 0, 0]"
Nah 'll be out of town. watch a movie,"[0, 1, 0, 0, 1]"
reject have an appointment. ,"[0, 1, 0, 0, 1]"
Are you busy on Sunday?,"[0, 0, 1, 0, 0]"
Nah  can't. ,"[0, 1, 0, 0, 1]"
Would you want to do something?,"[1, 1, 0, 0, 0]"
Of course,"[0, 0, 0, 0, 1]"
Sorry. 'll be out of town. on Wednesday,"[0, 1, 0, 0, 1]"
What time?tomorrow?,"[0, 0, 1, 0, 0]"
Do you want to see a game the Italian restaurant?,"[1, 1, 0, 1, 0]"
Do you want to go surfing today?,"[1, 1, 1, 0, 0]"
Let's go to a party?,"[1, 1, 0, 0, 0]"
"Sorry, I have an appointment. ","[0, 1, 0, 0, 1]"
Do you want to see a play the Japanese place on Friday?,"[1, 1, 1, 1, 0]"
Let's go swimming the zoo?,"[1, 1, 0, 1, 0]"
Let's hang out the mall?,"[1, 1, 0, 1, 0]"
Let's do something the Japanese place on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to grab lunch the theme park on Wednesday?,"[1, 1, 1, 1, 0]"
Do you want to see a movie the Japanese place on Friday?,"[1, 1, 1, 1, 0]"
Would you want to catch up the Japanese place on Friday?,"[1, 1, 1, 1, 0]"
Would you want to grab coffee a bar?,"[1, 1, 0, 1, 0]"
When? on Tuesday?,"[0, 0, 1, 0, 0]"
I prefer my place?,"[0, 0, 0, 1, 0]"
nope can't. ,"[0, 1, 0, 0, 1]"
Why not Xinyi?,"[0, 0, 0, 1, 0]"
"Sorry, I have plans already. on Sunday","[0, 1, 0, 0, 1]"
Would you want to catch up?,"[1, 1, 0, 0, 0]"
"No..., I'll be out of town. on Monday","[0, 1, 0, 0, 1]"
"No..., I'm busy... ","[0, 1, 0, 0, 1]"
Let's go bowling tomorrow?,"[1, 1, 1, 0, 0]"
Why not tomorrow?,"[0, 0, 1, 0, 0]"
How about go surfing?,"[0, 1, 0, 0, 0]"
Sorry.  can't. ,"[0, 1, 0, 0, 1]"
No.  have plans already. tomorrow,"[0, 1, 0, 0, 1]"
nope have an appointment. ,"[0, 1, 0, 0, 1]"
Would you want to go surfing the theme park?,"[1, 1, 0, 1, 0]"
Do you want to see a movie a coffee shop on Monday?,"[1, 1, 1, 1, 0]"
Let's go ice skating on Saturday?,"[1, 1, 1, 0, 0]"
Let's go rafting?,"[1, 1, 0, 0, 0]"
Nah 'll be out of town. ,"[0, 1, 0, 0, 1]"
okay,"[0, 0, 0, 0, 1]"
Would you want to grab coffee on Thursday?,"[1, 1, 1, 0, 0]"
"No..., I'll be out of town. grab coffee","[0, 1, 0, 0, 1]"
reject can't. ,"[0, 1, 0, 0, 1]"
Do you want to hang out?,"[1, 1, 0, 0, 0]"
Would you want to see a game?,"[1, 1, 0, 0, 0]"
Would you want to go ice skating a club on Wednesday?,"[1, 1, 1, 1, 0]"
Let's do the train station?,"[0, 0, 0, 1, 0]"
Would you want to catch up the Italian restaurant on Sunday?,"[1, 1, 1, 1, 0]"
Let's go to a party on Monday?,"[1, 1, 1, 0, 0]"
Why not the zoo?,"[0, 0, 0, 1, 0]"
Where? a coffee shop?,"[0, 0, 0, 1, 0]"
"Sorry, I have plans already. ","[0, 1, 0, 0, 1]"
When should we meet? on Wednesday?,"[0, 0, 1, 0, 0]"
Let's do Xinyi?,"[0, 0, 0, 1, 0]"
I prefer the Japanese place?,"[0, 0, 0, 1, 0]"
Would you want to grab lunch train station?,"[1, 1, 0, 1, 0]"
Sure! ,"[0, 0, 0, 0, 1]"
Where? Xinyi?,"[0, 0, 0, 1, 0]"
 have an appointment. ,"[0, 1, 0, 0, 1]"
Let's do on Monday?,"[0, 0, 1, 0, 0]"
Do you want to go bowling the mall?,"[1, 1, 0, 1, 0]"
Would you want to grab coffee on Monday?,"[1, 1, 1, 0, 0]"
Let's grab coffee a club tomorrow?,"[1, 1, 1, 1, 0]"
Let's go somewhere the train station?,"[1, 1, 0, 1, 0]"
Would you want to go rafting the mall?,"[1, 1, 0, 1, 0]"
Let's do the Japanese place?,"[0, 0, 0, 1, 0]"
What day? tomorrow?,"[0, 0, 1, 0, 0]"
Sure. ,"[0, 0, 0, 0, 1]"
OK! ,"[0, 0, 0, 0, 1]"
Where do you want to go? the zoo?,"[0, 0, 0, 1, 0]"
Do you want to go to a party today?,"[1, 1, 1, 0, 0]"
Where should we meet? a bar?,"[0, 0, 0, 1, 0]"
Let's do my place?,"[0, 0, 0, 1, 0]"
Where should we meet? the Japanese place?,"[0, 0, 0, 1, 0]"
Let's do on Friday?,"[0, 0, 1, 0, 0]"
"No..., I have an appointment. ","[0, 1, 0, 0, 1]"
Would you want to go to a party on Wednesday?,"[1, 1, 1, 0, 0]"
Where? the mall?,"[0, 0, 0, 1, 0]"
Are you free at on Tuesday?,"[0, 0, 1, 0, 0]"
Would you want to go rafting tomorrow?,"[1, 1, 1, 0, 0]"
What time?on Wednesday?,"[0, 0, 1, 0, 0]"
Let's see a concert tomorrow?,"[1, 1, 1, 0, 0]"
Nah 'm busy. ,"[0, 1, 0, 0, 1]"
Let's catch up on Friday?,"[1, 1, 1, 0, 0]"
Would you want to go somewhere on Monday?,"[1, 1, 1, 0, 0]"
"Sorry, I'll be out of town. on Wednesday","[0, 1, 0, 0, 1]"
What day? on Wednesday?,"[0, 0, 1, 0, 0]"
Sorry.  have plans already. on Monday,"[0, 1, 0, 0, 1]"
Do you want to catch up?,"[1, 1, 0, 0, 0]"
Would you want to go surfing on Wednesday?,"[1, 1, 1, 0, 0]"
Would you want to hang out train station?,"[1, 1, 0, 1, 0]"
Sorry. 'll be out of town. do something,"[0, 1, 0, 0, 1]"
Do you want to catch up a club?,"[1, 1, 0, 1, 0]"
How about see a game?,"[0, 1, 0, 0, 0]"
Are you busy tomorrow?,"[0, 0, 1, 0, 0]"
What time should we meet? tomorrow?,"[0, 0, 1, 0, 0]"
Let's catch up on Monday?,"[1, 1, 1, 0, 0]"
Yes,"[0, 0, 0, 0, 1]"
Sorry.  have plans already. on Tuesday,"[0, 1, 0, 0, 1]"
Let's go to a party a coffee shop?,"[1, 1, 0, 1, 0]"
Do you want to go rafting the Japanese place?,"[1, 1, 0, 1, 0]"
Would you want to go somewhere Daan Park?,"[1, 1, 0, 1, 0]"
Do you want to grab coffee?,"[1, 1, 0, 0, 0]"
Would you want to go surfing on Saturday?,"[1, 1, 1, 0, 0]"
Let's go bowling train station on Wednesday?,"[1, 1, 1, 1, 0]"
Where? my place?,"[0, 0, 0, 1, 0]"
Let's go rafting the zoo?,"[1, 1, 0, 1, 0]"
Are you free on Friday?,"[0, 0, 1, 0, 0]"
When? today?,"[0, 0, 1, 0, 0]"
Let's do on Thursday?,"[0, 0, 1, 0, 0]"
No. 'll be out of town. go surfing,"[0, 1, 0, 0, 1]"
"No..., I'll be out of town. today","[0, 1, 0, 0, 1]"
Let's do the zoo?,"[0, 0, 0, 1, 0]"
Do you want to go somewhere on Saturday?,"[1, 1, 1, 0, 0]"
Let's do on Saturday?,"[0, 0, 1, 0, 0]"
Where should we go? the mall?,"[0, 0, 0, 1, 0]"
Would you want to see a game the mall?,"[1, 1, 0, 1, 0]"
Let's go rafting the train station?,"[1, 1, 0, 1, 0]"
Do you want to go to a party on Tuesday?,"[1, 1, 1, 0, 0]"
"No..., I have plans already. on Wednesday","[0, 1, 0, 0, 1]"
Let's go surfing?,"[1, 1, 0, 0, 0]"
Do you want to catch up Daan Park on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to go ice skating on Thursday?,"[1, 1, 1, 0, 0]"
Let's bake on Tuesday?,"[1, 1, 1, 0, 0]"
Why not Daan Park?,"[0, 0, 0, 1, 0]"
Would you want to see a concert the Italian restaurant?,"[1, 1, 0, 1, 0]"
Do you want to catch up my place?,"[1, 1, 0, 1, 0]"
exactly,"[0, 0, 0, 0, 1]"
How about grab lunch?,"[0, 1, 0, 0, 0]"
Do you want to see a play tomorrow?,"[1, 1, 1, 0, 0]"
Would you want to see a concert my place?,"[1, 1, 0, 1, 0]"
Are you busy on Monday?,"[0, 0, 1, 0, 0]"
Let's do a bar?,"[0, 0, 0, 1, 0]"
Let's do train station?,"[0, 0, 0, 1, 0]"
Let's grab lunch?,"[1, 1, 0, 0, 0]"
Where should we meet? the train station?,"[0, 0, 0, 1, 0]"
Where should we go? my place?,"[0, 0, 0, 1, 0]"
Are you free at on Sunday?,"[0, 0, 1, 0, 0]"
You free tomorrow?,"[0, 0, 1, 0, 0]"
I prefer a bar?,"[0, 0, 0, 1, 0]"
Do you want to bake the Japanese place?,"[1, 1, 0, 1, 0]"
How about see a concert?,"[0, 1, 0, 0, 0]"
"No..., I'll be out of town. ","[0, 1, 0, 0, 1]"
Where should we meet? school?,"[0, 0, 0, 1, 0]"
When should we meet? today?,"[0, 0, 1, 0, 0]"
Are you busy on Saturday?,"[0, 0, 1, 0, 0]"
Let's do on Sunday?,"[0, 0, 1, 0, 0]"
Let's go to a party a club on Monday?,"[1, 1, 1, 1, 0]"
Would you want to go surfing my place on Sunday?,"[1, 1, 1, 1, 0]"
Let's hang out on Monday?,"[1, 1, 1, 0, 0]"
Let's go swimming?,"[1, 1, 0, 0, 0]"
Do you want to go rafting?,"[1, 1, 0, 0, 0]"
Sorry.  have plans already. catch up,"[0, 1, 0, 0, 1]"
Let's do your place?,"[0, 0, 0, 1, 0]"
Let's grab coffee a bar?,"[1, 1, 0, 1, 0]"
How about watch a movie?,"[0, 1, 0, 0, 0]"
Why not on Thursday?,"[0, 0, 1, 0, 0]"
Let's see a play tomorrow?,"[1, 1, 1, 0, 0]"
Would you want to go somewhere a bar?,"[1, 1, 0, 1, 0]"
No. 'll be out of town. grab coffee,"[0, 1, 0, 0, 1]"
Let's do school?,"[0, 0, 0, 1, 0]"
Do you want to go bowling tomorrow?,"[1, 1, 1, 0, 0]"
No.  have plans already. watch a movie,"[0, 1, 0, 0, 1]"
Let's go rafting a bar?,"[1, 1, 0, 1, 0]"
Do you want to go rafting Xinyi on Monday?,"[1, 1, 1, 1, 0]"
Are you free at on Wednesday?,"[0, 0, 1, 0, 0]"
Why not on Saturday?,"[0, 0, 1, 0, 0]"
Would you want to see a game a club?,"[1, 1, 0, 1, 0]"
Sorry.  have an appointment. ,"[0, 1, 0, 0, 1]"
You free on Saturday?,"[0, 0, 1, 0, 0]"
You free today?,"[0, 0, 1, 0, 0]"
not have an appointment. ,"[0, 1, 0, 0, 1]"
What time should we meet? on Wednesday?,"[0, 0, 1, 0, 0]"
No.  have plans already. ,"[0, 1, 0, 0, 1]"
Let's go bowling a bar?,"[1, 1, 0, 1, 0]"
Do you want to catch up the zoo on Monday?,"[1, 1, 1, 1, 0]"
I prefer the zoo?,"[0, 0, 0, 1, 0]"
Would you want to go surfing the Japanese place on Sunday?,"[1, 1, 1, 1, 0]"
Do you want to grab coffee a bar today?,"[1, 1, 1, 1, 0]"
Do you want to catch up on Saturday?,"[1, 1, 1, 0, 0]"
Would you want to go rafting Xinyi?,"[1, 1, 0, 1, 0]"
"Sorry, I'll be out of town. ","[0, 1, 0, 0, 1]"
No. 'm busy... go somewhere,"[0, 1, 0, 0, 1]"
Would you want to do something on Tuesday?,"[1, 1, 1, 0, 0]"
No. 'm busy... on Monday,"[0, 1, 0, 0, 1]"
Are you busy on Tuesday?,"[0, 0, 1, 0, 0]"
Let's see a game train station?,"[1, 1, 0, 1, 0]"
Nah 'll be out of town. catch up,"[0, 1, 0, 0, 1]"
Do you want to go rafting Daan Park on Wednesday?,"[1, 1, 1, 1, 0]"
True dat,"[0, 0, 0, 0, 1]"
What time should we meet? today?,"[0, 0, 1, 0, 0]"
Would you want to go bowling tomorrow?,"[1, 1, 1, 0, 0]"
Do you want to see a concert school on Friday?,"[1, 1, 1, 1, 0]"
Would you want to go bowling a club?,"[1, 1, 0, 1, 0]"
Do you want to go somewhere a coffee shop on Monday?,"[1, 1, 1, 1, 0]"
Do you want to go bowling the train station?,"[1, 1, 0, 1, 0]"
Do you want to see a game a club?,"[1, 1, 0, 1, 0]"
Do you want to go to a party?,"[1, 1, 0, 0, 0]"
Would you want to bake the Italian restaurant on Friday?,"[1, 1, 1, 1, 0]"
Let's go swimming the Japanese place on Thursday?,"[1, 1, 1, 1, 0]"
I prefer a club?,"[0, 0, 0, 1, 0]"
Why not on Sunday?,"[0, 0, 1, 0, 0]"
"Sorry, I'm busy... on Friday","[0, 1, 0, 0, 1]"
Let's go ice skating?,"[1, 1, 0, 0, 0]"
No.  have plans already. today,"[0, 1, 0, 0, 1]"
"Sorry, I have plans already. on Monday","[0, 1, 0, 0, 1]"
Do you want to bake train station on Sunday?,"[1, 1, 1, 1, 0]"
Where do you want to go? the Italian restaurant?,"[0, 0, 0, 1, 0]"
Do you want to go surfing a coffee shop?,"[1, 1, 0, 1, 0]"
Would you want to see a concert the train station on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to bake my place?,"[1, 1, 0, 1, 0]"
Where should we meet? my place?,"[0, 0, 0, 1, 0]"
Do you want to catch up school on Wednesday?,"[1, 1, 1, 1, 0]"
What day? on Friday?,"[0, 0, 1, 0, 0]"
Are you busy today?,"[0, 0, 1, 0, 0]"
"Sorry, I'll be out of town. go ice skating","[0, 1, 0, 0, 1]"
I prefer the mall?,"[0, 0, 0, 1, 0]"
Let's see a play the mall on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to grab lunch the zoo on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to see a play on Friday?,"[1, 1, 1, 0, 0]"
What time should we meet? on Saturday?,"[0, 0, 1, 0, 0]"
Why not a coffee shop?,"[0, 0, 0, 1, 0]"
Let's go rafting a club on Saturday?,"[1, 1, 1, 1, 0]"
Would you want to see a game on Friday?,"[1, 1, 1, 0, 0]"
Nah  have plans already. on Sunday,"[0, 1, 0, 0, 1]"
Would you want to see a concert on Sunday?,"[1, 1, 1, 0, 0]"
Where should we meet? the theme park?,"[0, 0, 0, 1, 0]"
Are you free on Tuesday?,"[0, 0, 1, 0, 0]"
of course not'm busy. ,"[0, 1, 0, 0, 1]"
Let's catch up a club on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to hang out on Sunday?,"[1, 1, 1, 0, 0]"
Nah 'll be out of town. on Thursday,"[0, 1, 0, 0, 1]"
No. 'm busy... bake,"[0, 1, 0, 0, 1]"
Where? train station?,"[0, 0, 0, 1, 0]"
Do you want to see a concert the Italian restaurant on Thursday?,"[1, 1, 1, 1, 0]"
Let's see a movie the Italian restaurant?,"[1, 1, 0, 1, 0]"
Do you want to go bowling?,"[1, 1, 0, 0, 0]"
What time?today?,"[0, 0, 1, 0, 0]"
"Sorry, I'm busy... go surfing","[0, 1, 0, 0, 1]"
Sorry.  have plans already. go bowling,"[0, 1, 0, 0, 1]"
Would you want to go rafting the mall on Wednesday?,"[1, 1, 1, 1, 0]"
How about go somewhere?,"[0, 1, 0, 0, 0]"
Let's go ice skating a bar?,"[1, 1, 0, 1, 0]"
Let's go swimming school?,"[1, 1, 0, 1, 0]"
no way have an appointment. ,"[0, 1, 0, 0, 1]"
Do you want to go bowling train station on Saturday?,"[1, 1, 1, 1, 0]"
What time should we meet? on Friday?,"[0, 0, 1, 0, 0]"
Let's do the Italian restaurant?,"[0, 0, 0, 1, 0]"
Would you want to grab coffee a coffee shop on Friday?,"[1, 1, 1, 1, 0]"
Let's see a concert a club?,"[1, 1, 0, 1, 0]"
Do you want to watch a movie a bar?,"[1, 1, 0, 1, 0]"
Do you want to grab lunch Xinyi?,"[1, 1, 0, 1, 0]"
Do you want to see a movie on Wednesday?,"[1, 1, 1, 0, 0]"
Do you want to watch a movie train station?,"[1, 1, 0, 1, 0]"
"Sorry, I'm busy... on Wednesday","[0, 1, 0, 0, 1]"
Where do you want to go? the train station?,"[0, 0, 0, 1, 0]"
Let's catch up Daan Park on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to catch up train station?,"[1, 1, 0, 1, 0]"
Would you want to go surfing the train station?,"[1, 1, 0, 1, 0]"
Let's do on Wednesday?,"[0, 0, 1, 0, 0]"
Where do you want to go? my place?,"[0, 0, 0, 1, 0]"
Let's grab lunch today?,"[1, 1, 1, 0, 0]"
Where? school?,"[0, 0, 0, 1, 0]"
